# UltraFIBU - Kontenrahmen SKR04 (vollstaendig)
#
# Erzeugt aus dem DATEV-Kontenrahmen-PDF (BilRUG-Fassung, Stand 2026) mit
# Apps/UltraFIBU/tools/skr-pdf-extrahieren.py. Spaltenbedeutung nach der
# Legende des PDF:
#
#   bilanz_position      Fussnote 2) Bilanz- und GuV-Posten, grosse
#                        Kapitalgesellschaften, Gesamtkostenverfahren
#   funktion             KU/V/M Zusatzfunktion ueber einer Kontenklasse,
#                        AV/AM/S/F/R Hauptfunktion vor einem Konto, auch
#                        kombiniert (S/AV). AV und AM sind die
#                        DATEV-AUTOMATIKKONTEN.
#   abschlusszweck       HB Handelsbilanz, SB Steuerbilanz, EUeR
#   programmverbindung   U Umsatzsteuer, G Gewerbesteuer, K Koerperschaft
#   nummer_bis           gesetzt, wenn die Zeile einen Kontenbereich meint
#                        (im PDF als "0040-42" gedruckt). Solche Zeilen haben
#                        keine eigene Beschriftung; hier steht dann ihr
#                        Bilanz-Posten.
#
# STEUERSCHLUESSEL: uebernommen aus der bisherigen, handgepflegten Datei
# (0 Konten). Das PDF nennt die Automatikfunktion (AM/AV), nicht den
# Steuersatz - den aus einer Kontenbezeichnung zu lesen waere geraten. Wer
# weitere Schluessel setzt, prueft sie gegen die Steuerschluessel-Tabelle der
# Kanzlei.
#
# typ: fuer Konten ohne alten Eintrag aus der fuehrenden Ziffer abgeleitet -
# eine grobe Einordnung fuer die Auswertungen, keine Aussage des PDF.
#
nummer;bezeichnung;typ;steuerschluessel;euer_zeile;bwa_position;bilanz_position;funktion;abschlusszweck;programmverbindung;nummer_bis
1280;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;aktiv;;;;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht;KU;;;
1281;– Restlaufzeit bis 1 Jahr;aktiv;;;;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht;KU;;;
1285;– Restlaufzeit größer 1 Jahr;aktiv;;;;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht;KU;;;
1286;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht;aktiv;;;;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht;R;;;1289
1290;Forderungen aus Lieferungen und Leistungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;aktiv;;;;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht;F;;;
1291;– Restlaufzeit bis 1 Jahr;aktiv;;;;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht;F;;;
1295;– Restlaufzeit größer 1 Jahr;aktiv;;;;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht;F;;;
1296;Wertberichtigungen auf Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht – Restlaufzeit bis 1 Jahr;aktiv;;;;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht H-Saldo;KU;;;
1297;– Restlaufzeit größer 1 Jahr;aktiv;;;;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht H-Saldo;KU;;;
1298;Ausstehende Einlagen auf das gezeichnete Kapital, eingefordert (Forderungen, nicht eingeforderte ausstehende Einlagen s. Konto 2910);aktiv;;;;Eingeforderte, noch ausstehende Kapitaleinlagen;KU;;;
1299;Nachschüsse (Forderungen, Gegenkonto 2929);aktiv;;;;Eingeforderte Nachschüsse;KU;;;
1300;Sonstige Vermögensgegenstände;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1301;– Restlaufzeit bis 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1305;– Restlaufzeit größer 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1307;Forderungen gegen GmbH-Gesellschafter;aktiv;;;;Forderungen gegen Gesellschafter oder Verbindlichkeiten gegenüber Gesellschaftern;KU;;;
1308;– Restlaufzeit bis 1 Jahr;aktiv;;;;Forderungen gegen Gesellschafter oder Verbindlichkeiten gegenüber Gesellschaftern;KU;;;
1309;– Restlaufzeit größer 1 Jahr;aktiv;;;;Forderungen gegen Gesellschafter oder Verbindlichkeiten gegenüber Gesellschaftern;KU;;;
1310;Forderungen gegen Vorstandsmitglieder und Geschäftsführer;aktiv;;;;Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten;KU;;;
1311;– Restlaufzeit bis 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten;KU;;;
1315;– Restlaufzeit größer 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1317;Forderungen gegen persönlich haftende Gesellschafter;aktiv;;;;Forderungen gegen persönlich haftende Gesellschafter oder Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern;KU;;;
1318;– Restlaufzeit bis 1 Jahr;aktiv;;;;Forderungen gegen persönlich haftende Gesellschafter oder Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern;KU;;;
1319;– Restlaufzeit größer 1 Jahr;aktiv;;;;Forderungen gegen persönlich haftende Gesellschafter oder Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern;KU;;;
1320;Forderungen gegen Aufsichtsrats- und Beirats-Mitglieder;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1321;– Restlaufzeit bis 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1325;– Restlaufzeit größer 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1327;Forderungen gegen Kommanditisten oder Verbindlichkeiten gegenüber Kommanditisten;aktiv;;;;Forderungen gegen Kommanditisten oder Verbindlichkeiten gegenüber Kommanditisten;R;;;1329
1330;Forderungen gegen sonstige Gesellschafter;aktiv;;;;Andere Forderungen gegen Gesellschafter oder Andere Verbindlichkeiten gegenüber Gesellschaftern oder Verbindlichkeiten gegenüber Gesellschaftern oder Sonstige Verbindlichkeiten;KU;;;
1331;– Restlaufzeit bis 1 Jahr;aktiv;;;;Andere Forderungen gegen Gesellschafter oder Andere Verbindlichkeiten gegenüber Gesellschaftern oder Verbindlichkeiten gegenüber Gesellschaftern oder Sonstige Verbindlichkeiten;KU;;;
1335;– Restlaufzeit größer 1 Jahr;aktiv;;;;Andere Forderungen gegen Gesellschafter oder Andere Verbindlichkeiten gegenüber Gesellschaftern oder Verbindlichkeiten gegenüber Gesellschaftern oder Sonstige Verbindlichkeiten;KU;;;
1337;Forderungen gegen typisch stille Gesellschafter;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1338;– Restlaufzeit bis 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1339;– Restlaufzeit größer 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1340;Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1341;– Restlaufzeit bis 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1345;– Restlaufzeit größer 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1349;Ansprüche aus betrieblicher Altersversorgung und Pensionsansprüche (Mitunternehmer) 28);aktiv;;;;Sonstige Vermögensgegenstände;KU;SB;;
1350;Kautionen;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1351;– Restlaufzeit bis 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1355;– Restlaufzeit größer 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1360;Darlehen;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1361;– Restlaufzeit bis 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1365;– Restlaufzeit größer 1 Jahr;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1369;Forderungen gegenüber Krankenkassen aus Aufwendungsausgleichsgesetz;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1370;Durchlaufende Posten;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1374;Fremdgeld;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1375;Agenturwarenabrechnung;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1376;Nachträglich abziehbare Vorsteuer nach § 15a Abs. 2 UStG;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;F;;U;
1377;Zurückzuzahlende Vorsteuer nach § 15a Abs. 2 UStG;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;F;;U;
1378;Ansprüche aus Rückdeckungsversicherungen;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1380;Vermögensgegenstände zur Erfüllung von Pensionsrückstellungen und ähnlichen Verpflichtungen zum langfristigen Verbleib;aktiv;;;;Sonstige Vermögensgegenstände;KU;SB;;
1381;Vermögensgegenstände zur Saldierung mit Pensionsrückstellungen und ähnlichen Verpflichtungen zum langfristigen Verbleib nach § 246 Abs. 2 HGB;aktiv;;;;Aktiver Unterschiedsbetrag aus der Vermögensverrechnung oder Rückstellungen für Pensionen und ähnliche Verpflichtungen;KU;HB;;
1382;Vermögensgegenstände zur Erfüllung von mit der Altersversorgung vergleichbaren langfristigen Verpflichtungen Art.-Nr. 11175 2026-01-01;aktiv;;;;Sonstige Vermögensgegenstände;KU;SB;;
1383;Vermögensgegenstände zur Saldierung mit der Altersversorgung vergleichbaren langfristigen Verpflichtungen nach § 246 Abs. 2 HGB;aktiv;;;;Aktiver Unterschiedsbetrag aus Vermögensverrechnung oder Sonstige Rückstellungen;KU;HB;;
1390;GmbH-Anteile zum kurzfristigen Verbleib;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1391;Forderungen gegen Arbeitsgemeinschaften;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1393;Genussrechte;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1394;Einzahlungsansprüche zu Nebenleistungen oder Zuzahlungen;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1395;Genossenschaftsanteile zum kurzfristigen Verbleib;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1396;Nachträglich abziehbare Vorsteuer nach § 15a Abs. 1 UStG, bewegliche Wirtschaftsgüter;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;F;;U;
1397;Zurückzuzahlende Vorsteuer nach § 15a Abs. 1 UStG, bewegliche Wirtschaftsgüter;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;F;;U;
1398;Nachträglich abziehbare Vorsteuer nach § 15a Abs. 1 UStG, unbewegliche Wirtschaftsgüter;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;F;;U;
1399;Zurückzuzahlende Vorsteuer nach § 15a Abs. 1 UStG, unbewegliche Wirtschaftsgüter;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;F;;U;
1400;Abziehbare Vorsteuer;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;U;
1401;Abziehbare Vorsteuer 7 %;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;U;
1402;Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;U;
1403;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;R;;;
1404;Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb 19 %;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;U;
1405;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;R;;;
1406;Abziehbare Vorsteuer 19 %;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;U;
1407;Abziehbare Vorsteuer nach § 13b UStG 19 %;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;U;
1408;Abziehbare Vorsteuer nach § 13b UStG;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;U;
1409;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;R;;;
1410;Aufzuteilende Vorsteuer;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;;
1411;Aufzuteilende Vorsteuer 7 %;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;;
1412;Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;;
1413;Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb 19 %;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;;
1414;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;R;;;1415
1416;Aufzuteilende Vorsteuer 19 %;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;;
1417;Aufzuteilende Vorsteuer nach §§ 13a und 13b UStG;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;;
1418;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;R;;;
1419;Aufzuteilende Vorsteuer nach §§ 13a und 13b UStG 19 %;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;;
1420;Forderungen aus Umsatzsteuer- Vorauszahlungen;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1422;Umsatzsteuerforderungen Vorjahr;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1425;Umsatzsteuerforderungen frühere Jahre;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1427;Forderungen aus entrichteten Verbrauchsteuern;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;UU;
1431;Abziehbare Vorsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;U;
1432;Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferanten ohne USt-Identifikationsnummer;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;U;
1433;Entstandene Einfuhrumsatzsteuer;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;F;;U;
1434;Vorsteuer in Folgeperiode/im Folgejahr abziehbar;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;;
1435;Forderungen aus Gewerbesteuerüberzahlungen;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1436;Vorsteuer aus Erwerb als letzter Abnehmer innerhalb eines Dreiecksgeschäfts;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;S;;U;
1440;Steuererstattungsansprüche gegenüber anderen Ländern;aktiv;;;;Sonstige Vermögensgegenstände;KU;;;
1450;Körperschaftsteuerrückforderung;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1456;Forderungen an das Finanzamt aus abgeführtem Bauabzugsbetrag;aktiv;;;;Sonstige Vermögensgegenstände;F;;;
1457;Forderung gegenüber Bundesagentur für Arbeit;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1460;Geldtransit;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;F;;;
1480;Gegenkonto Vorsteuer § 4 Abs. 3 EStG;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;EÜR;;
1481;Auflösung Vorsteuer aus Vorjahr § 4 Abs. 3 EStG;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;EÜR;;
1482;Vorsteuer aus Investitionen § 4 Abs. 3 EStG;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;EÜR;;
1483;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;R;;;1485
1486;Verrechnungskonto für Gewinnermittlung § 4 Abs. 3 EStG, nicht ergebniswirksam;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;F;EÜR;;
1487;Wirtschaftsgüter des Umlaufvermögens nach § 4 Abs. 3 Satz 4 EStG;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;V;EÜR;;
1490;Verrechnungskonto Ist-Versteuerung;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;F;;;
1491;Neutralisierung ertragswirksamer Sachverhalte für § 4 Abs. 3 EStG;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;F;EÜR;;
1494;Forderungen gegen Gesellschaft/ Gesamthand 28);aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;SB;;
1495;Verrechnungskonto erhaltene Anzahlungen bei Buchung über Debitorenkonto;aktiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;F;;;
1496;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;aktiv;;;;Sonstige Verbindlichkeiten oder Sonstige Vermögensgegenstände;F;;;1497
1498;Überleitungskonto Kostenstellen Seite;aktiv;;;;Sonstige Vermögensgegenstände oder Sonstige Verbindlichkeiten;KU;;;
1500;Anteile an verbundenen Unternehmen (Umlaufvermögen);aktiv;;;;Anteile an verbundenen Unternehmen;KU;;;
1504;Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft;aktiv;;;;Anteile an verbundenen Unternehmen;KU;;;
1510;Sonstige Wertpapiere;aktiv;;;;Sonstige Wertpapiere;KU;;;
1520;Sonstige Wertpapiere;aktiv;;;;Sonstige Wertpapiere;R;;;1524
1525;Andere Wertpapiere mit unwesentlichen Wertschwankungen;aktiv;;;;Sonstige Wertpapiere;KU;;;
1530;Wertpapieranlagen im Rahmen der kurzfristigen Finanzdisposition Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;aktiv;;;;Sonstige Wertpapiere;KU;;;
1550;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;R;;;
1600;Kasse;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;F;;;
1610;Nebenkasse 1;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;F;;;
1620;Nebenkasse 2;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;F;;;
1700;Bank (Postbank);aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;F;;;
1710;Bank (Postbank 1);aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;F;;;
1720;Bank (Postbank 2);aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;F;;;
1730;Bank (Postbank 3);aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;F;;;
1780;LZB-Guthaben;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;F;;;
1790;Bundesbankguthaben;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;F;;;
1800;Bank;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;F;;;
1810;Bank 1;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;F;;;
1820;Bank 2;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;F;;;
1830;Bank 3;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;F;;;
1840;Bank 4;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;F;;;
1850;Bank 5;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;F;;;
1889;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;R;;;
1890;Finanzmittelanlagen im Rahmen der kurzfristigen Finanzdisposition (nicht im Finanzmittelfonds enthalten);aktiv;;;;Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten;KU;;;
1895;Verbindlichkeiten gegenüber Kreditinstituten (nicht im Finanzmittelfonds enthalten) Abgrenzungsposten;aktiv;;;;Verbindlichkeiten gegenüber Kreditinstituten oder Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks;KU;;;
1900;Aktive Rechnungsabgrenzung;aktiv;;;;Rechnungsabgrenzungsposten;;;;
1920;Als Aufwand berücksichtigte Zölle und Verbrauchsteuern auf Vorräte;aktiv;;;;Rechnungsabgrenzungsposten;;SB;;
1930;Als Aufwand berücksichtigte Umsatzsteuer auf Anzahlungen;aktiv;;;;Rechnungsabgrenzungsposten;;SB;;
1940;Damnum/Disagio;aktiv;;;;Rechnungsabgrenzungsposten;;;;
1950;Aktive latente Steuern;aktiv;;;;Aktive latente Steuern;;HB;;
2000;Festkapital;eigenkapital;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
2001;Kapital (fester Anteil nur Einzelunternehmen) 22);eigenkapital;;;;Anfangskapital;F;;;
2010;Variables Kapital;eigenkapital;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
2011;Kapital (variabler Anteil, nur Einzelunternehmen) 22) Fremdkapital Vollhafter;eigenkapital;;;;Anfangskapital;F;;;
2020;Gesellschafter-Darlehen;eigenkapital;;;;Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern oder Forderungen gegen persönlich haftende Gesellschafter;F;;;
2021;Eigenkapital Einzelunternehmer;eigenkapital;;;;Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern oder Forderungen gegen persönlich haftende Gesellschafter;R;;;2029
2030;(zur freien Verfügung) Eigenkapital Teilhafter;eigenkapital;;;;Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern oder Forderungen gegen persönlich haftende Gesellschafter;KU;;;2049
2050;Kommandit-Kapital;eigenkapital;;;;Kapitalanteile der Kommanditisten;F;;;
2051;Kapitalanteile der Kommanditisten;eigenkapital;;;;Kapitalanteile der Kommanditisten;R;;;2059
2060;Verlustausgleichskonto;eigenkapital;;;;Kapitalanteile der Kommanditisten;F;;;
2061;Fremdkapital Teilhafter;eigenkapital;;;;Kapitalanteile der Kommanditisten;R;;;2069
2070;Gesellschafter-Darlehen;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;F;;;
2071;Eigenkapital (keine Abfrage);eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;R;;;2079
2080;Art.-Nr. 11175 2026-01-01;eigenkapital;;;;Verbindlichkeiten gegenüber Kommanditisten oder Forderungen gegen Kommanditisten;R;;;2099
2100;Privatentnahmen allgemein;eigenkapital;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
2101;Privatentnahmen allgemein (nur Einzelunternehmen) 22);eigenkapital;;;;Entnahmen;F;;;
2110;Privatentnahmen allgemein;eigenkapital;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
2111;Privatentnahmen allgemein (nur Einzelunternehmen) 22);eigenkapital;;;;Entnahmen;F;;;
2120;Privatentnahmen allgemein;eigenkapital;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
2121;Privatentnahmen allgemein (nur Einzelunternehmen) 22);eigenkapital;;;;Entnahmen;F;;;
2130;Unentgeltliche Wertabgaben;eigenkapital;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
2131;Unentgeltliche Wertabgaben (nur Einzelunternehmen) 22);eigenkapital;;;;Entnahmen;F;;;
2140;Unentgeltliche Wertabgaben;eigenkapital;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
2141;Unentgeltliche Wertabgaben (nur Einzelunternehmen) 22);eigenkapital;;;;Entnahmen;F;;;
2150;Privatsteuern;eigenkapital;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
2151;Privatsteuern (nur Einzelunternehmen) 22);eigenkapital;;;;Entnahmen;F;;;
2160;Privatsteuern;eigenkapital;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
